id,category,slokamrtam_reference,sloka_title,sloka_text,scripture_reference,word_by_word_meaning,translation
995, Rādhā Dāsyam,20.5,Kṛṣṇa cannot be attained without Rādhā-dāsyam,"rādhā-dāsyam apāsya yaḥ prayatate govinda-saṅgāśayā
 so 'yaṁ pūrṇa-sudhā-ruceḥ paricayaṁ rākāṁ vinā kainite",Śrī Rādhā-rasa-sudhā-nidhi 80,rādhā—to Rādhā; dāsyam—service; apasya—renouncing; yaḥ—who; prayatate—endeavors; govinda-saṅgāśayā—with a hope to attain the association of Lord Kṛṣṇa; so 'yam—that person; pūrṇa-sudhā-ruceḥ—of the sweetest nectar; paricayām—knowledge; rākām—full moon; vinā—without; kaṅkṣati—desires,Those who endeavor to attain the association of Śrī Kṛṣṇa but reject Rādhā-dāsya are like people who endeavor to see the full moon when it is not a full moon night.
996, Rādhā Dāsyam,20.6,Raghunātha dāsa Gosvāmī's Rādha niṣṭhā,"ya ekaṁ govindaṁ bhajati kapaṭī dāmbhikatayā
 tad abhyarṇe śīrṇe kṣaṇam api na yāmi vratam idam",Stavāvali,ya—who; ekam—alone; govindam—Lord Kṛṣṇa; bhajati—worships; kapaṭī—cheater; dāmbhikatayā—with hypocrisy; tad-abhyarṇe—near Him; śīrṇe—at all; kṣaṇam—for a moment; api—even; na—not; yāmi—I shall go; vratam—vow; idam—this.,"""I will never go near a hypocrite who worships Govinda alone [without Rādhā]. This is my vow."""
997, Rādhā Dāsyam,20.7,The conception of being a maidservant of Śrī Rādhā is described in the following words of the Gosvāmīs,"abhimānaṁ parityajya prākṛta-vapur-ādiṣu
 śrī-kṛṣṇa-kṛpayā gopī-dehe vraje vasāmy aham
 rādhikānucarī bhūtvā pārakīya-rase sadā
 rādhā-kṛṣṇa-vilāseṣu paricaryāṁ karomy aham",Bhajana Rahasya 5.11,,"""After giving up false identification with this material body, may I obtain the body of a gopī and reside in Vraja by the mercy of Śrī Kṛṣṇa. Becoming a maidservant of Śrī Rādhā, may I always serve and attend Rādhā and Kṛṣṇa, who enjoy pastimes of paramour love (pārakīya-rasa)."""
998, Rādhā Dāsyam,20.8,Śrīla Bhaktivinoda Ṭhākura glorifies the worship of Śrī Rādhā and Śrī Kṛṣṇa as inseparable,"rādhā-bhajane yadi mati nāhi bhelā
 kṛṣṇa-bhajana taba akāraṇa gelā (1)
 

 ātapa-rohita sūraya nāhi jāni
 rādhā-virahita mādhava nāhi māni (2)
 

 kevala mādhava pūjaye, so ajñānī
 rādhā-anādara koroi abhimāna (3)
 

 rādhikā-dāsī jadi hoya abhimāna
 śīgrai milai taba Gokula-kāna (4)
 

 brahmā, śiva, nārada, śruti, nārāyaṇī
 rādhikā-pada-raja pūjaye māni (6)
 

 umā, ramā, satyā, śacī, candrā, rukmiṇī
 rādhā avatāra sabe – āmnāya-vāṇī (7)
 

 hena rādhā-paricaryā jākara dhana
 bhakativinoda tā'ra māgaye caraṇa (8)",Śrī Rādhā-Bhajana Mahimā,,"If the desire to serve Śrīmatī Rādhikā does not appear in my heart, my worship of Kṛṣṇa is simply useless. Just as the sun cannot be perceived without sunlight, in the same way I do not recognize Mādhava without Rādhā. Those who worship Mādhava alone are ignorant; they simply neglect Śrīmatī Rādhikā out of unmitigated pride. If you develop pride in being Śrīmatī Rādhikā's exclusive maidservant, then very quickly you will meet Gokula Kāna (Kṛṣṇa). Brahmā, Śiva, Nārada, the Śruti-cari ṛṣīs and Nārāyāṇī honor and worship the dust of Śrīmatī Rādhikā's lotus feet. Our āmnāya, revealed scriptures, declare that Umā, Ramā, Satyā, Śacī, Candrāvalī and Rukmiṇī are all Rādhā's expansions. Bhaktivinoda is begging at the lotus feet of those whose wealth is the service of Śrīmatī Rādhārāṇī."
999, Rādhā Dāsyam,20.9,"Without taking shelter of the lotus feet of Śrī Rādhā, one can never meet Kṛṣṇa","rādhikā ujjvala-rasera ācārya
 rādhā-mādhava-śuddha-prema vicārya
 ye dharila rādhā-pada parama-yatane
 se pāila kṛṣṇa-pada amūlya ratane
 rādhā-pada vinā kabhu kṛṣṇa nāhi mile
 rādhikā dāsīra kṛṣṇa sarva-vede bole",Rādhikā-caraṇa-padma,,"Śrīmatī Rādhikā is the ācārya of the mellows of amorous love (ujjvala-rasa). The pure love between Rādhā and Mādhava is meant to be discussed and contemplated. Those who place Śrīmatī Rādhikā's lotus feet in their hearts and worship them with great care obtain the priceless jewel of Kṛṣṇa's lotus feet. Without taking shelter of the lotus feet of Rādhā, one can never meet Kṛṣṇa. The Vedic scriptures declare that Kṛṣṇa is the property of the mañjarī maidservants of Śrī Rādhā."
1000, Rādhā Dāsyam,20.11,Taking shelter of the mañjarīs is described by Śrīla Raghunātha dāsa Gosvāmī,"tāmbūlārpaṇa-pāda-mardana-payodānābhisārādibhir
 vṛndāraṇya-maheśvarīṁ priyatayā yās toṣayanti priyāḥ
 prāṇa-preṣṭha-sakhī-kulād api kilāsaṅkocitā bhūmikāḥ
 kelī-bhūmiṣu rūpa-mañjarī-mukhās tā dāsikāḥ saṁśraye",Stavāvalī (Vraja-vilāsa-stava 38),saṁśraye—I take shelter; tāḥ priyāḥ dāsikāḥ—of those dear servants; rūpa-mañjarī-mukhāḥ—headed by Śrī Rūpa Mañjarī; yāḥ toṣayanti—who give pleasure; vṛndāraṇya-maheśvarīm—to the queen of Vṛndāvana; priyatayā—by their endearing qualities; abhisāra—-by taking her out to Her trysts with Śrī Kṛṣṇa; payaḥ-dāna—offering (refreshing and fragrant) water; tāmbūla-arpaṇa—offering betel-nuts; pāda-mardana—massaging Her feet; ādibhiḥ—and so forth; bhūmikāḥ—they act as her chaperones; kila—indeed; api—unlike; sakhī-kulāt—the group of sakhīs; prāṇa-preṣṭha—headed by Lalitā and Viśākhā; api asaṅkocitāḥ—(they are) without hesitation; kelī-bhūmiṣu—within the pleasure groves.,"""I take shelter of the maidservants of Śrīmatī Rādhikā headed by Rūpa Mañjarī. They act as Her chaperones and affectionately satisfy Śrīmatī Rādhikā by their various services, such as offering tāmbūla, massaging Her feet, bringing Her water and taking Her to Her randevouses with Kṛṣṇa. Unlike the prāṇa-preṣṭha-sakhīs, they can without hesitation perform any service within the pleasure groves."""
1001, Rādhā Dāsyam,20.12,Pride in one's service is described in these words of Śrīla Raghunātha dāsa Gosvāmī,"navaṁ divyaṁ kāvyaṁ sva-kṛtam atulaṁ nāṭaka-kulaṁ
 prahelī-gūḍhārthāḥ sakhi-rucira-vīṇā-dhvani-gatiḥ
 kadā snehollāsair lalita-lalitā-preraṇa-balāt
 sa-lajjaṁ gāndharvā sa-rasam asakṛc chikṣayati mām",Sva-saṅkalpa-prakāśa-stotra 2,navam—new; divyam—transcendental; kāvyam—poem; sva-kṛtam—written by you; atulam—peerless; nāṭaka—drama; kulam—plural; prahelīḥ—riddles and puns; gūḍha—hidden; arthāḥ—meanings; sakhi—O friend; rucira—beautiful; vīṇā—of the vīṇā; dhvani—the sound; gatiḥ—movement; kadā—when?; sneha—with love; ullāsaiḥ—with splendid happiness; lalita—charming and playful; lalitā—Lalitā; preraṇa—of the direction; balāt—on the strength; sa—with; lajjam—shyness; gāndharvā—Śrī Rādhā; sa—with; rasam—sweetness; asakṛc—again and again; chikṣayati—will teach; mām—me.,"Aho! When, in a secluded place, will I receive such fortune that Śrīmatī Rādhikā will, upon the request of Śrīmatī Lalitā-devī, affectionately and happily – yet shyly – teach me dramas composed by Herself, new poems, riddles with deep meanings, and melodies on the vīṇā?"
1002, Rādhā Dāsyam,20.13,"Rejecting all types of dharma, out of the desire to serve Śrī Rādhā's lotus feet is described by Prabodhānanda Sarasvatī","dūrād apāsya svajanān sukham artha-koṭiṁ
 sarveṣu sādhana-vareṣu ciraṁ nirāśaḥ
 varṣantam eva sahajādbhuta-saukhya-dhārāṁ
 śrī-rādhikā-caraṇa-reṇum ahaṁ smarāmi",Śrī Rādhā-rasa-sudhā-nidhiḥ 33,,"The desire for the pleasure received from relationships with family and friends; for the four goals of life, namely dharma, artha, kāma and mokṣa; and for limitless wealth and so forth, are the causes of anarthas. Knowing this, I abandoned them all. I worship the foot-dust of Śrī Rādhā, which showers natural, wonderful happiness, and I always hold this foot-dust upon my head."
1003, Rādhā Dāsyam,20.14,"In this way, the sādhaka worships the dust of Śrīmatī Rādhikā's lotus feet","āśāsya dāsyaṁ vṛṣabhānu-jāyās
 tīre samadhyāsya ca bhānu-jāyāḥ
 kadā nu vṛndāvana-kuñja-vīthiṣv
 ahaṁ nu rādhe hy atithir bhaveyam",Śrī Rādhā-rasa-sudhā-nidhi 198,"āśā—hope; asya—of that; dāsyam—service; vṛṣabhānu-jāyāḥ—of Rādhā, Vṛṣabhānu's daughter; tīre—on the shore; samadhyā asya—arranging; ca—and; bhānujāyāḥ—of the Yamuna; kadā—when; nu—indeed; vṛndāvana-kuñja-vīthiṣv—on the pathways of Vṛndāvana forest; aham—I; nu—indeed; rādhe—O Rādhā; hi—indeed; athitiḥ—a guest; bhaveyam—may become.","""O Rādhā! O Vṛṣabhānu-nandinī! When will I, with the hope of becoming Your maidservant, reside on the bank of the Yamunā as a guest on the pathways of Vṛndāvana's kuñjas?"""
1004, Rādhā Dāsyam,20.15,Constantly seeking Kṛṣṇa through saṅkīrtana in the mood of śrī-rādhā-dāsya,"dhyāyantaṁ śikhi-piccha-maulim aniśaṁ tan-nāma saṅkīrtayan
 nityaṁ tac-caraṇāmbujaṁ paricaran tan-mantra-varyaṁ japan
 śrī-rādhā-pada-dāsyam eva paramābhīṣṭaṁ hṛdā dhārayan
 karhi syāṁ tad-anugraheṇa paramādbhutānurāgotsavaḥ",Śrī Rādhā-rasa-sudhā-nidhi 259,dhyāyan—meditating; tam—on Him; śikhi-piccha-maulim—peacock-feather crown; aniśam—day and night; tan-nāma—His name; saṅkīrtayan—chanting; nityam—always; tat-caraṇāmbhujam—His lotus feet; paricaran—serving; tan-mantra-varyam—His excellent mantra; japan—chanting; śri-rādhā-pāda-dāsyam—service to Śrī Rādhā's feet; eva—indeed; paramābhiṣṭam—greatest desire; hṛdā—with the heart; dhārayan—holding; karhi—when?; syām—I will be; tad-anugrahena—by His mercy; paramodbhuta-anurāgotsavaḥ—a most wonderful festival of love for Her.,"""Keeping at my heart my highest aspiration of one day becoming a maidservant of Śrī Rādhā's lotus feet, I will constantly meditate on Śrī Kṛṣṇa, whose head is decorated with a peacock feather. I will constantly chant His name, eternally serve His lotus feet and always utter His most excellent mantras. May He bestow mercy upon me at any moment so I will attain anurāgotsava, the great festival of attachment to Śrī Rādhā."""
1005, Rādhā Dāsyam,20.16,Praying to attain the service of Śrī Rādhā birth after birth,"tasyā apāra-rasa-sāra-vilāsa-mūrter
 ānanda-kanda-paramādbhuta-saukhya-lakṣmyāḥ
 brahmādi-durlabha-gater vṛṣabhānu-jāyāḥ
 kaiṅkaryam eva mama janmani janmani syāt",Śrī Rādhā-rasa-sudhā-nidhi 40,,"""Birth after birth, may I attain the position of being a maidservant of the daughter of King Vṛṣabhānu. She is the vilāsa-mūrti (personification of playful pastimes) of Śyāmasundara, who is Himself the essence of limitless rasa. She is Śrī Kṛṣṇa's supremely wonderful pleasure-Lakṣmī, and She is most difficult to attain even for Brahmā and other exalted personalities."""
1006, Rādhā Dāsyam,20.17,,mad-īśā-nāthatve vraja-vipina-candraṁ vraja-vaneśvarīṁ tāṁ nāthatve,Manah Siksha 9,,"""Always remember Vṛndāvana-candra as the prāṇanātha of my Svāminī, Vṛndāvaneśvarī Śrī Rādhikā."""
1007, Rādhā Dāsyam,20.18,Śrī Rādhā-Prārthanā,"śyāmasundara śikhaṇḍa-śekhara
 smera-hāsa muralī-manohara
 rādhikā-rasika māṁ kṛpā-nidhe
 sva-priyā-caraṇa-kiṅkarīṁ kuru",Śrī Rādhā-Prārthanā 2,,"O Śyāmasundara! O You whose head is adorned with peacock feathers! Your face is always graced with a playful smile, Your flute-playing is enchanting, and You are expert in relishing rasa with Śrīmatī Rādhikā. Because You are an ocean of mercy, I am appealing to You to please make me a kiṅkarī (maidservant) at the feet of Your beloved."
1008, Rādhā Dāsyam,20.19,Without being in the ānugatya of the gopīs one cannot enter the līlā,"sakhī vinā ei līlāya anyera nāhi gati
 sakhī-bhāve ye tāṅre kare anugati
 rādhā-kṛṣṇa-kuñja-sevā-sādhya sei pāya
 sei sādhya pāite āra nāhika upāya",CC Mad 8.204-5,"sakhī vinā—without the gopīs; ei līlāya—in these pastimes; anyera—of others; nāhi—there is not; gati—entrance; sakhī-bhāve—in the mood of the gopīs; ye—anyone who; tāṅre—Lord Kṛṣṇa; kare—does; anugati—following; rādhā-kṛṣṇa—of Rādhā and Kṛṣṇa; kuñja-sevā—of service in the kuñjas, or gardens, of Vṛndāvana; sādhya—the goal; sei pāya—he gets; sei—that; sādhya—achievement; pāite—to receive; āra—other; nāhika—there is not; upāya—means.","Without the guidance of the sakhīs, one cannot enter these pastimes. One who worships Kṛṣṇa in the mood of the sakhīs, following in their footsteps, can attain the service of Rādhā-Kṛṣṇa in the kuñjas of Vṛndāvana. There is no other means to achieve this goal."
1009, Rādhā Dāsyam,20.2,Searching for Śrī Rādhānātha while engaged in the service of Śrī Rādhā,"rādhā-nāma-sudhā-rasaṁ rasayituṁ jihvāstu me vihvalā
 pādau tat-padakāṅkitāsu caratāṁ vṛndāṭavī-vīthisu
 tat-karmaiva karaḥ karotu hṛdayaṁ tasyāḥ pādaṁ dhyāyatāt
 tad-bhāvotsavataḥ paraṁ bhavatu me tat-prāṇa-nāthe ratiḥ",Śrī Rādhā-rasa-sudhā-nidhi 142,rādhā-nāma-sudhā-rasam—the nectar of Rādhā's name; rasayitum—to taste; jihvā—tongue; asti—is; me-of me; vihvalā—agitated; pādau—feet; tat-padakāṅkitāsu—marked with Her footprints; caratām—should walk; vṛndāṭavī-vīthisu—on the pathways in Vṛndāvana; tat-karma—Her work; eva—indeed; karaḥ—hand; karotu—should do; hṛdayam—heart; tasyāḥ—of Her; pādam—feet; dhyāyatāt—should meditate; tad-bhāvotsavataḥ—with a festival of love; param—great; bhavatu—may be; me—of me; tat-prāṇa-nāthe—to the Lord of Her life; ratiḥ—love.,"""May my tongue become constantly overwhelmed by relishing the nectarean rasa of the name Rādhā, may my feet wander on the pathways of that Vṛndāvana where Vṛṣabhānu-nandinī walks, may both my hands be engaged in Svāminī's service, and may my heart contemplate Her lotus feet. By Śrīmatī's festival of ecstatic moods (bhāvotsava), may one-pointed attachment manifest within me for Her prāṇanātha, Śrī Śyāmasundara. This is my earnest prayer."""
1010, Rādhā Dāsyam,20.21,Tāṁ vraja-vane-īśvarīṁ nāthatve smara – Remember Śrīmatī Rādhikā as one's Svāminī,"aty-utkaṭena nitarāṁ virahānalena
 dandahyamāna hṛdayā kila kāpi dāsī
 hā svāmini kṣaṇam iha praṇayena gāḍham
 ākrandanena vidhurā vilapāmi padyaiḥ",Śrī Vilāpa-kusumāñjaliḥ 7,aty-utkatena—very great; nitarām—completely; viraha—of separation; analena—with the fire; dandahyamāna—always burning; hṛdayā—heart; kila—indeed; kāpi—a certain; dāsī—maidservant; hā—O; svāmini—mistress; kṣaṇam—for a moment; iha—here; praṇayena—with love; gāḍham—deeply; ākrandhanena—with crying; vidhurā—agitated; vilapāmi—I lament; padyaiḥ—in poetic ślokas.,"""O Svāminī Śrī Rādhikā! I am Your mañjarī maidservant. But my heart is burning due to the virulent fire of separation from You. I cry repeatedly and thus I have become thoroughly aggrieved. Seeing no other means of reprieval, I reside at Śrī Govardhana by the bank of Śrī Rādhā-kuṇḍa and lovingly supplicate Your lotus feet with these few ślokas of lamentation."""
1011, Rādhā Dāsyam,20.22,"A prayer to attain Śrī Rādhā's lotus feet, which are the only goal","devi duḥkha-kula-sāgarodare
 dūyamānam ati-durgataṁ janam
 tvaṁ kṛpā-prabala-naukayādbhutaṁ
 prāpaya svapada-paṅkajālayam",Śrī Vilāpa-kusumāñjaliḥ 8,devi—O queen; duḥkha—of sufferings; kula—of multitudes; sāgara—an ocean; udare—in the belly; dūyamānam—suffering; atī-durgatam—very unfortunate; janam—person; tvam—You; kṛpā—of mercy; prabala—the strength; naukayā—with the boat; adbhutam—wonderful; prāpaya—please cause to attain; sva-pada-paṅkaja—of Your own lotus feet; alayam—the abode.,"""May You be pleased, O Vraja-vilāsini, Śrī Rādhikā! Having fallen into the unfathomable ocean of intense grief, I am severely tormented and seized by calamity. O Parama-karuṇāmayi! Kindly place me upon the indestructible boat of Your mercy and grant me the direct service of Your lotus feet."""
1012, Rādhā Dāsyam,20.23,The inclination to be solely attached to serving Śrī Rādhā,"pādābjayos tava vinā vara-dāsyam eva
 nānyat kadāpi samaye kila devi yāce
 sakhyāya te mama namo 'stu namo 'stu nityaṁ
 dāsyāya te mama raso 'stu raso 'stu satyam",Śrī Vilāpa-kusumāñjaliḥ 16,pāda—feet; abjayoḥ—at the lotus flowers; tava—of You; vinā—without; vara—excellent; dāsyam—service; eva—certainly; na—not; anyat—anything else; kadā api—ever; samaye—at the time; kila—certainly; devi—O queen; yāce—I beg; sākhyāya—for friendship; te—of You; mama—of me; namaḥ—obeisances; astu—may be; namaḥ—obeisances; astu—may be; nityam—eternally; dāsyāya—for service; te—of You; mama—of me; rasaḥ—sweetness; astu—may be; rasaḥ—sweetness; astu—may be; satyam—in truth.,"""O Devī Rādhikā! I am not praying for anything except that most exalted direct service to Your lotus feet. Time and again I offer praṇama from afar to Your sakhītva, a position as Your sakhī, but I vow that my unwavering devotion will always be only for Your dāsītva, a position as Your maidservant."" [Therefore, let me truly have eager spiritual thirst for Your service! And if I am not qualified for this, then at least make me attached to this aspiration, so that one day I may attain it.]"
1013, Rādhā Dāsyam,20.24,"One who wishes to enter the ocean of Rādha-dāsyam will never desire enjoyment with Śrī Hari, even in dreams","ananya-śrī-rādhā-pada-kamala-dāsyaika-rasa-dhīr
 hareḥ saṅge raṅga-svapana-samaye nāpi dadhatī",Śrī Vṛndāvana-mahimāmṛta 16.94,ananya—without an other; śrī-rādhā—of Śrī Rādhā; pada-kamala—to the lotus feet; dāsya—of service; eka—sole; rasa—nectar; dhīr—thoughts; hareḥ—of Lord Hari; saṅge—in the association; aṅga—limbs; svapana—of sleeping; samayena—at the time; api—also; dadhatī—placing;,"Single-pointed service to the lotus feet of Śrī Rādhā is an ocean of transcendental rasa. One who wishes to enter that ocean will never desire enjoyment with Śrī Hari, even in dreams."
1014, Rādhā Dāsyam,20.25,A happiness millions of times greater,"rādhāra svarūpa – kṛṣṇa-prema-kalpa-latā
 sakhī-gaṇa haya tāra pallava-puṣpa pātā
 kṛṣṇa-līlāmṛta yadi latāke siñcaya
 nija-sukha haite pallavādyera koṭi-sukha haya",CC Mad 8.209–10,"rādhāra svarūpa—the spiritual nature of Śrīmatī Rādhārāṇī; kṛṣṇa-prema—of love of Kṛṣṇa; kalpa-latā—a creeper; sakhī-gaṇa—the gopīs; haya—are; tāra—of that creeper; pallava—the twigs; puṣpa—flowers; pātā—and leaves. kṛṣṇa-līlāmṛta—the nectar of Kṛṣṇa's pastimes; yadi—if; latāke—the creeper; siñcaya—sprinkles; nija-sukha haite—than personal happiness; pallava-ādyera—of the twigs, flowers and leaves; koṭi—ten million times; sukha—the happiness; haya—there is.","By nature Śrī Rādhā is like a creeper of kṛṣṇa-prema and the sakhīs are the leaves, flowers and twigs of that creeper. When the nectar of Kṛṣṇa's pastimes is sprinkled on that creeper, the leaves, flowers and twigs experience a happiness millions of times greater than if they were to be directly sprinkled with this nectar."
1015, Rādhā Dāsyam,20.26,Rādhā's bhāva is reflected in the mañjarīs. This is described in the first verse of Śrī Vilāpa-kusumāñjaliḥ,"tvaṁ rūpa-mañjari sakhī! prathitā pure 'smin
 puṁsaḥ parasya vadanaṁ na hi paśyasīti
 bimbādhare kṣatam anāgata-bhartṛkāyā
 yat te vyadhāyi kim u tac chuka-puṅgavena",Śrī Vilāpa-kusumāñjaliḥ 1,tvam—you; rūpa-mañjarī—O Rūpa mañjari; sakhi—O friend; prathitā—famous; pure—city; asmin—in this; puṁsaḥ—of the person; parasya—supreme; vadanam—the face; na—not; hi—indeed; paśyasi—you see; iti—thus; bimba—bimba fruit; adhare—lips; kṣatam—bite; anāgata—not arrived; bhartṛkāyāḥ—whose husband; yat—which; te—of you; vyadhāyi—caused; kim—what?; u—indeed; tac—that; chuka—parrot; puṅgavena—great.,"""My dear sakhī Rūpa Mañjari, you are well known in Vraja for not even looking at the face of any man other than your husband. Therefore it is surprising that your lips, red-like bimba fruits, have been bitten, even though your husband is not at home. Has this been done by the best of parrots?"" [Śrīla Gurudeva's purport:] When Kṛṣṇa drinks the nectar of Rādhā's lips, the resultant bhāva is also reflected in the mañjaris who become as if intoxicated."
1016, Rādhā Dāsyam,20.27,A sincere prayer for attaining śrī-rādhā-dāsya,"rādhe vṛndāvanādhīśe karuṇāmṛta-vāhini
 kṛpayā nija-pādābja-dāsyaṁ mahyaṁ pradīyatām",HBV,,"O Śrīmatī Rādhikā, O queen of Vṛndāvana, You are a flowing river of incomparable compassion. Please bestow upon me the service of Your lotus feet."
1017, Rādhā Dāsyam,20.28,The identity of a perfected soul (siddha-paricaya),"dukūlaṁ vibhrāṇām atha kuca-taṭe kañcu-kapaṭaṁ
 prasādaṁ svāminyāḥ svakara-tala-dattaṁ praṇayataḥ
 sthitāṁ nityaṁ pārśve vividha-paricaryaika-caturāṁ
 kiśorīm ātmānaṁ caṭula-parakīyāṁ nu kalaye",Śrī Rādhā-rasa-sudhā-nidhi 53,,"When will I remain near Svāminī eternally, intent on serving Her in various ways? When, wearing Her silken cloth and bodice that She affectionately gave me with Her own hands, will I be able to count myself as a clever and very beautiful kiśorī?"
1018, Rādhā Dāsyam,20.3,,"sakhīnāṁ saṅginī-rūpām / tāsāṁ madhye manoramam
 rūpa-yauvana-sampannāṁ / kiśorīṁ pramadākṛtim",Prema-bhakti-candrikā 5.11,,"A sādhaka of rāga-mārga should internally perceive himself to be one of the young, beautiful gopī beloveds of Śrī Kṛṣṇa. He should meditate on his desired svarūpa as a female companion of Śrī Rādhā's maidservants, such as Śrī Rūpa Mañjarī and Śrī Rati Mañjarī, and adorned in the ornaments mercifully given by them, he should completely absorb himself in service to Śrī Rādhā-Mādhava according to their instructions."
1019, Rādhā Dāsyam,20.31,,"ātmānaṁ cintayet tatra tāsāṁ madhye manoramām
 rūpaya-yauvana-sampannāṁ kiśorīṁ premodākṛtim
 rādhikānucarīṁ nityaṁ tat-sevana-parāyaṇāṁ
 kṛṣṇād apy adhikaṁ prema rādhikāyāṁ prakurvatīm",Sanat-kumāra-saṁhitā,,"Sadāśiva is giving instruction to Nāradajī on the subject of siddha-deha suitable for rendering service to the Divine Couple. ""O Nārada! Meditate in this way upon your own svarūpa among Śrī Kṛṣṇa's beloved associates who take pride in being His paramours in the aprākṛta Vṛndāvana Dhāma. 'I am an extremely lovely and supremely blissful kiśorī (adolescent girl), endowed with youthful beauty. I am an eternal maidservant of Śrīmatī Rādhikā. Having arranged for Śrī Kṛṣṇa's dearmost mistress Śrīmatī Rādhikā to meet with Him. I will always make them both happy. Therefore, I am the maidservant of Rādhikā, the most beloved of Kṛṣṇa. Remaining always and forever engaged in the service of the Divine Couple, may I maintain more love for Śrīmatī than for Kṛṣṇa."
1020, Rādhā Dāsyam,20.33,"A prayer to attain the position of a maidservant of Śrī Rādhā, who attracts the mind of Śrī Kṛṣṇa","veṇuṁ karān nipatitaṁ skhalitaṁ śikhaṇḍaṁ
 bhraṣṭaṁ ca pīta-vasanaṁ vraja-rāja-sūnoḥ
 yasyāḥ kaṭākṣa-śara-ghāta-vimūrcchitasya
 tāṁ rādhikāṁ kadā paricarāmi rasena",Śrī Rādhā-rasa-sudhā-nidhi 39,kadā—when; rasena—with rasa; paricarāmi—will I serve; tāṁ—that; rādhikāṁ—of Śrīmatī Rādhikā; ghāta—by the striking; śara—of the arrows; yasyāḥ—of whose; kaṭa-akṣa—sidelong glances; vraja-rāja-sūnoḥ—the son of the King of Vraja; vimūrcchitasya—His; veṇum—veṇu flute; nipatitaṁ—falling; karāt—from His hand; śikaṇḍaṁ—peacock-feather crown; skhalitaṁ—slipping; ca—and; pīta-vasanaṁ—yellow cloth; bhraṣṭaṁ—slips off.,"""When, with rasa, will I serve Śrī Rādhā, whose arrow-like sidelong glance causes Śrī Nanda-nandana to faint, the flute to fall from His hands, the peacock-feather crown to slip from His head, and His yellow cloth to fall from His body?"""
1021, Rādhā Dāsyam,20.35,O Vṛṣabhānu-nandinī! please make me the perpetual object of Your merciful glance,"itīmam adbhutaṁ-stavaṁ niśamya bhānu-nandinī
 karotu santataṁ janaṁ kṛpā-kaṭākṣa-bhājanam
 bhavet tadaiva-sañcita-tri-rūpa-karma-nāśanaṁ
 bhavet tadā vrajendra-sūnu-maṇḍala-praveśanam",Śrī Rādhā-kṛpā-kaṭākṣa-stava-rājaḥ 13,itī—this; mam—mine; adbhutaṁ—wonderful; stavaṁ—prayer; niśamya—hearing; bhānu—of Vṛṣabhānu; nandinī—daughter; karotu—make; santataṁ—always; janaṁ—person; kṛpā—of Your merciful; kaṭākṣa—sidelong-glance; bhājanam—object of; bhavet—should; tadaiva—then certainly; sañcita—accumulated; tri-rūpa—three types; karma—of karma; nāśanaṁ—destroyed; bhavet—should; tadā—then; vrajendra—of the king of Vraja; sūnu—of the son; maṇḍala—circle; praveśanam—entrance to.,"O Vṛṣabhānu-nandinī! Upon hearing this wonderful prayer, please make me the perpetual object of Your merciful glance. Then, by the influence of Your mercy, all the reactions to my karma will be destroyed and, realising my internal identity as a mañjarī, I will enter the circle of Śrīmatī Rādhikā's sakhīs to participate in Śrī Vrajendra-sūnu's eternal pastimes."
